Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
257,198.94,82.89,49.73,0.0,331.57,162.11,0.489,748.15,3,16.607,2406.12,2.57,1161.73
258,205.08,85.45,51.27,0.0,341.8,141.65,0.414,720.05,7,24.972,2405.56,2.9,1199.16
259,222.83,89.63,110.17,21.37,443.99,145.1,0.327,759.76,14,48.026,2535.55,5.66,1181.04
260,337.96,0.0,434.52,193.12,965.6,143.98,0.149,1008.87,28,136.48,2147.53,29.08,0.0
261,198.92,82.88,49.73,0.0,331.54,148.26,0.447,769.5,3,20.593,2487.93,2.62,1236.01
262,224.65,90.73,110.14,20.86,446.39,165.84,0.372,690.49,7,47.613,2481.35,4.43,1174.2
263,254.25,79.88,145.17,53.26,532.56,169.99,0.319,757.09,14,70.861,2588.26,8.37,1120.25
264,331.81,0.0,411.95,185.94,929.7,144.57,0.155,951.77,28,128.62,2088.52,27.33,35.15
265,194.6,81.08,48.65,0.0,324.33,144.23,0.445,739.69,3,17.932,2373.37,1.85,1163.27
266,277.59,57.98,190.21,94.7,620.47,137.99,0.222,770.02,28,101.31,2460.18,14.95,916.75
267,256.09,81.25,150.15,54.16,541.65,144.23,0.266,721.9,14,69.979,2561.24,9.85,1143.62
268,346.75,0.0,445.82,198.14,990.72,139.73,0.141,1080.65,28,136.5,2246.18,35.08,0.0
269,192.32,80.13,48.08,0.0,320.54,154.71,0.483,781.48,3,13.276,2417.37,2.63,1158.01
270,348.45,0.0,490.3,209.69,1048.44,158.14,0.151,1017.85,7,95.17,2263.65,39.22,0.0
271,243.07,91.07,121.54,30.47,486.15,174.34,0.359,685.71,14,56.337,2505.36,6.14,1153.02
272,247.53,91.53,123.77,32.24,495.06,165.76,0.335,695.34,28,57.562,2560.31,5.35,1198.79
273,195.3,81.38,48.83,0.0,325.5,147.97,0.455,765.87,3,13.063,2441.13,1.97,1199.82
274,335.46,0.0,355.67,172.78,863.91,151.13,0.175,999.63,7,82.05,2431.04,26.44,389.92
275,337.4,0.0,410.51,186.98,934.89,149.77,0.16,907.22,28,127.82,2032.83,28.69,12.26
276,337.71,8.44,324.21,161.26,831.62,141.63,0.17,872.72,28,117.97,2591.5,22.71,722.81
277,191.0,79.58,47.75,0.0,318.33,147.73,0.464,798.76,3,11.986,2420.92,2.09,1154.01
278,207.8,86.58,51.95,0.0,346.34,155.37,0.449,772.53,7,28.315,2475.75,2.85,1198.67
279,333.43,0.0,428.7,190.53,952.66,150.01,0.157,991.52,14,116.894,2131.36,37.16,0.0
280,337.7,0.0,434.18,192.97,964.85,146.51,0.152,1043.44,28,135.23,2192.56,37.75,0.0
281,196.47,81.86,49.12,0.0,327.44,150.75,0.46,771.58,3,18.255,2493.4,2.72,1240.9
282,222.59,99.45,75.75,0.0,397.8,162.69,0.409,718.1,7,38.087,2516.79,2.76,1235.44
283,256.51,85.22,137.63,46.16,525.52,164.93,0.314,722.27,14,64.854,2561.38,7.47,1141.19
284,289.7,41.59,224.81,109.91,666.01,123.36,0.185,789.11,28,107.51,2593.22,17.8,996.94
285,190.48,79.37,47.62,0.0,317.47,143.19,0.451,777.35,3,10.496,2403.52,2.42,1163.09
286,201.59,84.0,50.4,0.0,335.98,157.59,0.469,707.35,7,23.741,2370.42,2.52,1166.98
287,325.3,20.12,293.1,144.54,783.07,141.57,0.181,843.09,28,114.86,2363.24,20.9,574.61
288,246.82,88.52,123.85,35.04,494.23,175.56,0.355,708.38,28,60.3,2487.87,6.76,1102.93
289,201.86,84.11,50.46,0.0,336.43,154.69,0.46,784.42,3,19.384,2508.86,2.76,1230.57
290,220.16,95.14,92.4,9.05,416.76,165.48,0.397,691.19,7,44.344,2455.23,4.83,1176.97
291,258.16,83.85,172.11,59.57,573.69,144.45,0.252,723.15,14,80.4,2464.18,10.68,1012.21
292,336.78,0.0,354.5,172.82,864.1,148.74,0.172,950.72,28,122.05,2007.54,27.35,16.63
293,338.74,0.0,435.52,193.57,967.83,138.37,0.143,950.74,28,130.03,2095.52,38.58,0.0
294,244.39,91.56,122.19,30.63,488.78,184.32,0.377,711.83,7,56.338,2567.16,6.45,1175.78
295,257.82,73.35,171.88,69.89,572.94,128.59,0.224,752.1,14,90.661,2447.8,13.37,980.79
296,341.86,0.0,355.19,174.26,871.3,159.42,0.183,996.99,28,121.53,2088.74,23.46,37.56
297,344.56,0.0,356.66,175.3,876.52,159.78,0.182,917.71,3,52.006,2255.8,24.73,277.05
298,205.15,85.48,51.29,0.0,341.91,157.74,0.461,749.72,7,22.714,2464.36,3.2,1211.78
299,216.05,97.94,79.24,0.49,393.72,173.89,0.442,773.09,14,40.041,2562.96,3.31,1218.95
300,341.47,0.0,358.8,175.07,875.33,157.93,0.18,939.39,28,121.98,2257.02,23.88,260.49
301,352.17,0.0,487.27,209.86,1049.3,143.11,0.136,957.23,3,64.757,2190.0,40.37,0.0
302,210.77,87.82,52.69,0.0,351.28,160.35,0.456,778.24,7,25.481,2499.22,2.64,1206.7
303,336.27,0.0,380.25,179.13,895.65,154.47,0.172,932.7,14,111.184,2280.32,30.46,267.04
304,255.61,85.38,136.54,45.34,522.87,175.19,0.335,721.78,28,65.57,2593.94,8.68,1165.43
305,340.72,0.0,455.42,199.04,995.18,138.68,0.139,998.69,28,143.05,2168.65,36.1,0.0
306,225.87,93.99,103.82,15.9,439.59,159.61,0.363,718.86,7,47.236,2517.66,4.73,1194.87
307,330.83,0.0,407.43,184.56,922.82,137.46,0.149,907.32,14,109.533,2239.03,30.05,241.38
308,246.44,89.98,123.22,33.24,492.88,177.48,0.36,706.59,28,58.72,2576.57,6.46,1193.17
309,339.31,0.0,436.25,193.89,969.45,145.79,0.15,1001.19,3,63.55,2150.15,33.73,0.0
310,210.34,87.64,52.58,0.0,350.56,147.16,0.42,753.36,7,29.665,2464.53,2.66,1210.79
311,225.67,95.14,100.67,13.64,435.12,170.95,0.393,775.55,14,46.271,2538.78,5.34,1151.82
312,347.26,0.0,446.48,198.43,992.17,142.79,0.144,1084.7,28,137.27,2249.5,29.84,0.0
313,187.34,78.06,46.83,0.0,312.23,141.19,0.452,793.44,3,10.66,2434.67,2.64,1185.16
314,199.95,83.31,49.99,0.0,333.25,139.94,0.42,728.49,7,18.613,2384.92,2.51,1180.73
315,215.21,94.61,68.62,0.0,378.44,166.57,0.44,761.03,14,36.264,2530.75,3.09,1221.62
316,330.4,5.28,321.96,160.45,818.09,139.82,0.171,818.11,28,118.71,2502.5,22.14,704.34
317,346.26,0.0,491.89,209.54,1047.69,142.31,0.136,966.03,28,147.8,2195.1,39.08,0.0
318,209.62,87.34,52.41,0.0,349.37,153.48,0.439,748.35,7,22.85,2484.2,2.39,1230.6
319,340.59,0.0,437.9,194.62,973.11,146.94,0.151,1092.71,28,133.59,2242.37,29.62,0.0
320,270.27,67.71,180.18,82.44,600.6,138.19,0.23,765.97,28,95.755,2490.43,14.47,971.2
321,206.61,86.09,51.65,0.0,344.34,153.96,0.447,790.0,3,22.442,2476.18,2.53,1185.34
322,342.16,0.0,473.47,203.91,1019.53,141.69,0.139,1073.39,28,145.76,2275.45,40.84,0.0
323,322.56,13.25,301.35,149.35,786.52,139.17,0.177,862.39,14,100.294,2445.89,22.29,635.53
324,342.72,0.0,356.08,174.7,873.5,156.02,0.179,986.28,28,121.53,2125.84,23.35,86.7
325,196.61,81.92,49.15,0.0,327.68,141.32,0.431,760.71,3,14.287,2436.21,1.83,1204.67
326,207.15,86.31,51.79,0.0,345.24,144.68,0.419,749.68,7,22.224,2490.93,2.55,1248.78
327,221.05,97.34,88.23,5.75,412.37,158.71,0.385,722.82,14,40.927,2519.82,4.16,1221.76
328,263.25,63.91,175.5,82.34,585.0,137.25,0.235,757.29,28,96.915,2516.58,14.6,1022.43
329,271.77,54.93,188.78,93.79,609.27,133.98,0.22,758.57,3,50.613,2504.86,13.62,989.42
330,213.67,93.24,66.04,0.0,372.95,152.76,0.41,735.5,7,31.09,2420.87,2.72,1156.94
331,343.57,0.0,357.23,175.2,876.0,154.2,0.176,923.37,28,121.56,2192.5,22.93,216.0
332,260.79,76.06,173.86,68.82,579.52,143.88,0.248,745.95,28,89.38,2515.94,13.3,1033.3
333,197.92,82.47,49.48,0.0,329.87,155.24,0.471,755.78,3,15.594,2466.96,3.0,1223.07
334,346.45,0.0,445.44,197.97,989.86,147.79,0.149,1093.64,28,137.48,2261.59,30.29,0.0
335,250.96,79.59,147.01,53.06,530.62,143.54,0.271,752.15,14,72.349,2495.77,9.79,1059.67
336,346.62,0.0,454.98,200.4,1002.0,147.67,0.147,1049.74,28,141.63,2237.67,38.25,0.0
337,200.07,83.36,50.02,0.0,333.45,154.41,0.463,739.93,3,20.032,2396.1,3.07,1165.24
338,271.59,59.39,182.4,91.09,604.46,149.83,0.248,834.2,7,66.989,2555.59,15.0,952.1
339,255.27,83.84,163.93,55.89,558.93,166.23,0.297,727.66,14,76.626,2594.07,8.63,1132.61
340,274.78,52.38,195.26,96.68,619.1,138.91,0.224,780.31,28,103.08,2480.16,15.53,926.31
341,195.18,81.33,48.8,0.0,325.31,149.38,0.459,755.38,3,11.551,2412.47,1.85,1180.55
342,205.13,85.47,51.28,0.0,341.88,148.07,0.433,751.57,7,24.304,2486.02,2.57,1241.94
343,223.87,100.57,84.38,2.18,411.0,171.34,0.417,700.85,14,40.706,2530.57,4.31,1243.06
344,249.83,87.51,128.1,38.46,503.91,158.39,0.314,743.9,28,62.11,2583.28,7.63,1169.44
345,191.09,79.62,47.77,0.0,318.48,156.91,0.493,708.09,3,12.593,2376.37,2.59,1190.3
346,335.4,0.0,380.41,178.95,894.76,138.81,0.155,997.56,7,87.23,2316.81,29.29,256.39
347,354.02,0.0,455.17,202.3,1011.49,158.25,0.156,1088.41,28,139.41,2289.83,31.69,0.0
348,253.56,89.14,129.6,38.58,510.87,172.77,0.338,708.74,28,61.84,2539.72,7.13,1140.21
349,203.58,84.83,50.9,0.0,339.3,146.7,0.432,706.82,3,20.724,2347.57,2.17,1152.58
350,345.63,0.0,480.44,206.52,1032.59,141.05,0.137,1094.87,28,146.11,2312.47,43.96,0.0
351,256.99,79.41,171.33,63.36,571.09,143.19,0.251,755.16,14,84.414,2491.03,11.02,1010.57
352,310.83,29.46,263.69,128.9,732.89,136.05,0.186,865.02,28,111.96,2298.68,19.11,545.61
353,194.49,81.04,48.62,0.0,324.15,139.37,0.43,705.82,3,13.406,2421.49,2.66,1249.49
354,345.48,0.0,370.35,178.96,894.78,139.97,0.156,923.92,28,122.78,2043.16,27.59,56.9
355,247.08,86.4,126.9,38.26,498.64,156.49,0.314,734.61,14,61.881,2501.02,6.3,1104.98
356,238.76,91.38,119.38,28.0,477.52,167.4,0.351,723.07,28,54.32,2540.46,7.15,1165.31
357,348.5,0.0,451.56,200.02,1000.08,151.88,0.152,969.61,3,57.727,2157.01,35.43,0.0
358,220.83,93.53,97.44,12.57,424.36,170.68,0.402,716.78,7,43.517,2507.66,4.43,1191.41
359,241.71,91.22,120.85,29.64,483.41,178.69,0.37,680.77,14,55.531,2520.29,6.61,1170.81
360,222.77,89.46,110.52,21.64,444.39,155.91,0.351,756.03,28,49.74,2524.48,4.44,1163.71
361,310.26,23.37,272.88,134.1,740.61,134.36,0.181,824.12,28,113.69,2511.16,19.31,792.76
362,214.53,92.49,62.95,0.0,369.97,162.81,0.44,710.97,7,34.029,2452.19,3.64,1204.8
363,248.99,81.08,156.39,54.05,540.51,155.27,0.287,749.29,14,73.682,2520.47,10.39,1065.0
364,254.11,81.75,169.41,59.42,564.69,148.48,0.263,750.07,28,82.615,2513.98,11.29,1039.45
365,290.93,49.16,215.49,106.04,661.62,132.36,0.2,845.53,3,48.213,2635.73,17.53,978.69
366,220.64,98.42,84.91,3.43,407.41,164.11,0.403,705.47,7,41.685,2514.96,3.89,1234.09
367,253.94,79.59,144.01,53.06,530.59,139.18,0.262,758.23,14,70.47,2554.29,10.35,1115.94
368,335.74,0.0,431.66,191.85,959.25,151.47,0.158,960.0,28,130.98,2105.6,34.88,0.0
369,203.48,84.78,50.87,0.0,339.14,151.68,0.447,751.22,3,21.567,2462.19,2.13,1218.02
370,224.91,96.74,95.5,10.06,427.21,155.76,0.365,687.21,7,43.904,2430.84,3.53,1157.13
371,326.87,17.56,298.78,147.63,790.84,126.92,0.16,835.33,14,101.827,2365.6,23.55,588.96
372,271.16,61.42,180.78,89.23,602.58,131.05,0.217,762.96,28,99.36,2478.4,14.39,967.41
373,192.52,80.22,48.13,0.0,320.86,141.38,0.441,726.5,3,9.773,2343.26,2.43,1152.09
374,211.45,90.14,58.95,0.0,360.54,145.7,0.404,776.92,7,32.703,2499.19,3.56,1212.47
375,249.43,81.42,135.74,46.97,513.56,154.07,0.3,730.75,14,67.154,2567.85,7.5,1161.97
376,220.65,89.4,107.47,19.97,437.48,159.7,0.365,776.85,28,49.13,2609.26,5.36,1229.87
377,198.09,82.54,49.52,0.0,330.15,145.94,0.442,758.24,3,17.285,2462.13,3.0,1224.81
378,216.63,98.34,78.41,0.0,393.37,173.32,0.441,733.83,7,39.863,2546.72,3.39,1242.81
379,275.06,56.13,190.32,94.61,616.12,125.51,0.204,793.94,14,86.836,2510.88,14.02,961.29
380,334.24,0.0,349.8,171.01,855.06,163.02,0.191,919.75,28,121.82,2315.96,23.37,354.77
381,204.37,85.16,51.09,0.0,340.62,154.89,0.455,786.14,3,21.565,2518.61,2.31,1234.65
382,349.55,0.0,478.46,207.0,1035.0,158.84,0.153,1019.08,28,144.91,2247.22,34.3,0.0
383,333.41,11.67,314.74,156.2,816.02,158.05,0.194,865.62,14,101.39,2416.29,23.37,553.23
384,276.1,60.21,185.66,92.7,614.67,138.54,0.225,754.32,28,100.41,2439.45,15.45,916.48
385,194.16,80.9,48.54,0.0,323.6,142.73,0.441,721.35,3,11.272,2390.81,2.54,1200.59
386,206.33,85.97,51.58,0.0,343.88,156.25,0.454,759.03,7,22.919,2462.99,2.99,1200.84
387,224.96,96.05,97.32,11.38,429.71,160.74,0.374,767.33,14,44.049,2576.0,4.59,1213.63
388,247.42,89.94,123.71,33.77,494.84,180.95,0.366,680.65,28,59.12,2524.12,5.34,1162.33
389,340.45,0.0,437.72,194.54,972.7,150.31,0.155,1010.22,28,137.71,2172.06,38.83,0.0
390,327.91,14.17,305.23,151.2,798.51,153.32,0.192,873.31,7,81.681,2530.7,20.78,684.8
391,234.27,91.22,117.14,25.92,468.54,155.22,0.331,718.8,14,52.657,2498.34,5.52,1150.26
392,260.6,79.06,173.74,65.72,579.12,150.62,0.26,736.2,28,86.74,2572.49,10.74,1095.81
393,193.6,80.67,48.4,0.0,322.67,145.04,0.449,730.56,3,16.144,2438.09,2.16,1237.67
394,211.72,89.55,56.92,0.0,358.19,161.12,0.45,772.21,7,28.416,2532.81,2.68,1238.62
395,348.17,0.0,452.22,200.1,1000.49,151.14,0.151,1054.34,28,140.8,2240.06,34.09,0.0
396,257.19,77.24,171.46,65.65,571.54,123.21,0.216,783.54,28,87.432,2500.05,12.47,1009.3
397,348.16,0.0,447.63,198.95,994.73,150.96,0.152,959.73,3,64.628,2140.05,34.63,0.0
398,204.27,85.11,51.07,0.0,340.45,151.63,0.445,760.35,7,22.933,2472.78,2.7,1217.65
399,344.24,0.0,349.62,173.47,867.33,164.76,0.19,949.83,14,106.372,2035.94,23.19,30.82
400,259.6,80.54,173.07,63.68,576.89,133.87,0.232,776.61,28,85.193,2577.34,11.12,1078.86
401,340.47,0.0,437.75,194.56,972.79,146.25,0.15,999.23,28,137.34,2151.73,33.47,0.0
402,216.77,97.64,76.15,0.0,390.57,164.7,0.422,759.82,7,33.422,2541.14,2.48,1223.57
403,253.81,85.42,134.73,44.09,518.05,181.15,0.35,721.06,14,65.038,2580.06,8.9,1150.89
404,249.3,89.28,125.27,35.57,499.42,182.13,0.365,741.99,28,60.41,2559.64,5.39,1130.71
405,192.95,80.4,48.24,0.0,321.58,150.12,0.467,736.22,3,15.415,2393.81,2.44,1183.45
406,219.4,96.16,69.09,0.0,384.66,154.37,0.401,727.31,7,33.785,2470.48,2.35,1201.81
407,248.76,86.77,128.04,38.83,502.4,162.45,0.323,721.48,14,62.0,2564.15,8.0,1169.82
408,280.26,56.21,195.28,96.97,628.72,145.76,0.232,795.82,28,102.12,2532.42,13.83,948.3
409,348.65,0.0,480.85,207.37,1036.87,142.23,0.137,1024.47,28,145.5,2235.74,32.17,0.0
410,215.55,91.95,60.29,0.0,367.79,155.15,0.422,715.89,7,32.784,2453.13,3.28,1211.02
411,351.7,0.0,452.19,200.97,1004.87,143.4,0.143,1093.49,14,119.597,2279.46,37.7,0.0
412,336.9,0.17,336.63,168.3,842.0,137.04,0.163,826.17,28,119.96,2400.6,21.29,574.09
413,200.08,83.37,50.02,0.0,333.47,157.06,0.471,775.94,3,18.993,2463.66,2.22,1194.97
414,220.57,99.23,82.79,1.89,404.48,174.76,0.432,683.36,7,40.936,2421.56,2.69,1156.27
415,253.92,81.54,153.8,54.36,543.63,170.91,0.314,744.67,14,74.307,2552.47,8.53,1084.73
416,341.56,0.0,358.36,174.98,874.89,165.09,0.189,996.34,28,121.92,2283.22,22.83,224.07
417,344.02,0.0,476.91,205.23,1026.16,156.83,0.153,989.02,28,145.9,2203.49,31.48,0.0
418,234.62,89.37,117.31,27.94,469.25,170.73,0.364,725.79,7,54.772,2532.67,6.99,1159.9
419,269.13,71.48,179.42,78.04,598.07,136.52,0.228,792.6,14,93.493,2525.48,13.35,984.95
420,340.84,0.0,438.22,194.77,973.83,138.56,0.142,987.64,28,136.93,2130.72,30.69,0.0
421,189.82,79.09,47.46,0.0,316.37,159.87,0.505,711.48,3,9.643,2426.0,2.27,1236.01
422,351.1,0.0,464.87,203.99,1019.96,155.18,0.152,1031.53,7,91.348,2238.04,31.37,0.0
423,217.37,96.17,71.12,0.0,384.66,155.44,0.404,716.58,14,36.326,2504.26,3.01,1244.57
424,238.81,90.11,119.41,29.3,477.63,177.2,0.371,708.82,28,55.67,2552.57,6.37,1182.55
425,271.81,59.0,183.16,91.43,605.4,136.19,0.225,830.64,3,49.229,2530.61,12.45,945.92
426,210.74,89.89,58.93,0.0,359.56,144.76,0.403,725.86,7,32.781,2399.94,3.29,1166.47
427,253.83,81.42,153.27,54.28,542.79,151.88,0.28,732.29,14,74.123,2574.94,10.2,1137.78
428,293.51,38.98,232.16,113.2,677.84,137.27,0.203,795.12,28,108.5,2628.12,19.39,998.5
429,196.77,81.99,49.19,0.0,327.95,153.28,0.467,746.39,3,20.255,2470.44,1.89,1240.92
430,327.57,0.0,418.39,186.49,932.45,141.34,0.152,965.68,7,91.353,2400.74,32.43,328.84
431,259.02,81.27,147.33,54.18,541.8,153.24,0.283,732.23,14,70.64,2539.83,10.23,1102.33
432,280.84,53.53,199.57,98.81,632.76,127.28,0.201,813.46,28,103.08,2569.43,16.14,979.79
433,199.51,83.13,49.88,0.0,332.52,147.91,0.445,715.8,3,18.16,2418.8,2.98,1219.59
434,221.64,99.07,75.56,0.0,396.27,174.22,0.44,790.61,7,36.664,2541.68,2.88,1177.69
435,251.21,79.02,140.63,51.6,522.46,167.97,0.321,709.21,14,68.163,2579.25,8.1,1171.52
436,297.98,37.25,238.93,116.29,690.45,131.08,0.19,811.53,28,109.21,2558.92,17.51,908.35
437,198.5,82.71,49.62,0.0,330.83,158.91,0.48,796.71,3,18.457,2481.05,2.82,1191.78
438,326.85,16.25,300.85,148.8,792.75,158.05,0.199,816.6,7,74.848,2554.43,22.47,764.58
439,217.07,96.5,84.34,3.96,401.87,163.34,0.406,735.98,14,40.739,2506.93,3.0,1202.74
440,338.25,0.0,476.25,203.63,1018.13,149.95,0.147,1059.72,28,147.11,2270.63,42.83,0.0
441,194.84,81.18,48.71,0.0,324.74,144.26,0.444,754.08,3,12.387,2446.81,2.71,1221.02
442,209.93,87.47,52.48,0.0,349.89,147.55,0.422,745.93,7,27.159,2431.86,2.71,1185.78
443,223.07,91.28,106.4,18.54,439.3,158.74,0.361,697.38,14,46.173,2522.49,5.88,1221.2
444,342.91,0.0,465.9,202.2,1011.02,153.87,0.152,971.3,28,144.33,2167.75,31.57,0.0
445,198.48,82.7,49.62,0.0,330.8,148.09,0.448,765.11,3,16.525,2458.46,2.37,1212.09
446,341.22,0.0,496.38,209.4,1047.0,143.87,0.137,1096.87,7,90.529,2332.19,44.47,0.0
447,231.79,90.8,115.89,25.09,463.57,165.98,0.358,702.76,14,50.015,2521.56,4.93,1184.32
448,339.01,0.0,419.72,189.68,948.41,137.12,0.145,922.72,28,128.51,2372.34,29.28,334.82
449,350.06,0.0,469.57,204.91,1024.55,145.75,0.142,1026.9,3,64.014,2235.61,38.42,0.0
450,341.68,0.0,452.57,198.56,992.81,142.73,0.144,995.59,28,142.34,2163.28,32.14,0.0
451,236.25,91.55,118.12,26.57,472.49,169.71,0.359,733.62,14,51.239,2572.2,6.94,1189.42
452,258.98,82.71,172.65,61.16,575.5,160.55,0.279,773.66,28,83.14,2576.04,10.29,1056.04
453,303.63,32.93,250.94,122.18,709.67,116.7,0.164,886.46,3,46.391,2396.15,19.33,663.99
454,338.16,0.0,479.58,204.44,1022.18,143.04,0.14,1013.38,28,147.67,2223.09,44.48,0.0
455,222.88,100.38,78.27,0.0,401.53,161.46,0.402,728.0,14,38.985,2530.42,3.6,1235.83
456,254.9,85.88,135.19,44.15,520.11,160.08,0.308,740.25,28,64.96,2530.73,8.86,1101.44
457,317.13,20.98,283.57,139.69,761.36,151.14,0.199,882.94,3,53.83,2401.69,21.8,584.46
458,273.43,59.74,183.71,91.74,608.62,147.19,0.242,804.07,28,100.37,2482.15,12.63,909.65
459,224.2,92.0,106.3,18.17,440.68,153.41,0.348,710.13,14,48.246,2518.17,4.12,1209.84
460,256.22,82.16,141.37,50.37,530.13,152.57,0.288,702.41,28,68.34,2565.64,8.31,1172.23
461,349.3,0.0,463.92,203.31,1016.53,157.05,0.154,1083.85,3,64.952,2295.57,38.15,0.0
462,212.96,92.26,63.81,0.0,369.03,151.03,0.409,779.46,7,31.544,2455.32,2.33,1153.47
463,344.77,0.09,344.63,172.31,861.79,157.98,0.183,852.14,28,119.98,2416.84,25.83,519.09
464,293.08,37.76,233.43,113.71,677.99,134.76,0.199,759.39,28,108.86,2581.7,18.59,990.96
465,341.57,4.28,334.72,166.93,847.51,158.29,0.187,857.18,3,51.863,2542.91,24.7,655.23
466,280.35,52.41,200.64,99.24,632.64,130.53,0.206,827.39,28,103.43,2565.49,14.74,960.19
467,254.83,81.73,140.59,50.08,527.23,170.61,0.324,731.57,14,68.327,2585.37,8.64,1147.34
468,336.32,0.0,397.0,183.33,916.65,151.76,0.166,910.42,28,126.62,2160.4,27.76,153.8
469,200.83,83.68,50.21,0.0,334.72,152.61,0.456,760.07,3,17.278,2474.4,2.65,1224.36
470,208.6,88.29,56.26,0.0,353.15,150.2,0.425,725.44,7,31.863,2417.99,3.01,1186.19
471,238.76,88.91,119.38,30.47,477.53,166.35,0.348,699.38,14,56.901,2546.71,4.88,1198.58
472,253.01,79.19,168.67,61.37,562.24,141.06,0.251,768.86,28,84.58,2511.31,11.08,1028.07
473,331.6,0.0,365.22,174.2,871.02,138.46,0.159,900.77,3,49.803,2024.45,26.57,87.63
474,220.74,96.67,89.45,6.73,413.59,155.48,0.376,760.26,7,43.254,2539.74,3.21,1207.2
475,339.3,0.0,426.83,191.53,957.66,146.38,0.153,939.7,28,129.14,2109.59,31.01,34.84
476,334.05,0.0,394.53,182.15,910.73,148.64,0.163,950.74,28,126.64,2386.45,26.65,349.69
477,204.16,85.07,51.04,0.0,340.26,152.79,0.449,713.15,3,18.247,2386.48,2.81,1177.47
478,222.21,95.52,94.51,10.05,422.3,161.96,0.384,770.76,7,44.761,2580.56,4.14,1221.4
479,351.2,0.0,475.82,206.75,1033.77,153.05,0.148,1093.26,14,124.29,2314.94,34.87,0.0
480,308.0,31.65,257.36,125.52,722.52,139.34,0.193,805.11,28,111.24,2262.32,18.07,577.28
481,192.77,80.32,48.19,0.0,321.29,140.06,0.436,711.45,3,10.293,2363.56,2.38,1188.38
482,201.84,84.1,50.46,0.0,336.41,146.36,0.435,741.89,7,24.95,2452.21,2.44,1225.12
483,252.29,80.87,139.24,49.63,522.03,143.09,0.274,747.09,14,68.026,2573.3,7.61,1153.49
484,340.36,0.0,361.86,175.56,877.78,157.05,0.179,901.01,28,122.45,2215.28,25.0,254.44
485,321.25,24.12,282.66,138.92,766.95,150.73,0.197,872.4,3,54.2,2347.76,21.52,536.17
486,208.28,86.78,52.07,0.0,347.13,156.72,0.451,714.21,7,27.995,2371.39,2.15,1151.17
487,250.69,88.3,127.91,37.9,504.8,169.19,0.335,728.86,14,61.693,2512.56,6.22,1103.5
488,285.62,47.29,212.91,104.68,650.49,119.46,0.184,822.92,28,105.46,2574.7,16.6,965.23
489,195.02,81.26,48.75,0.0,325.03,158.19,0.487,767.3,3,15.564,2430.63,2.59,1177.54
490,217.27,96.34,71.75,0.0,385.37,160.05,0.415,779.84,7,35.519,2561.03,3.53,1232.24
491,234.98,90.0,117.49,27.5,469.96,174.57,0.371,702.32,14,54.253,2532.82,6.85,1179.11
492,256.0,81.42,151.12,54.28,542.83,153.22,0.282,761.3,28,72.8,2554.59,9.77,1087.46
493,338.3,0.0,481.76,205.02,1025.08,138.74,0.135,1083.51,3,64.1,2284.27,36.93,0.0
494,217.8,95.68,87.49,6.08,407.06,160.56,0.394,744.58,7,42.988,2529.09,3.2,1213.69
495,252.53,81.41,154.53,54.27,542.75,152.21,0.28,738.67,14,72.338,2559.68,8.34,1117.71
496,331.79,0.0,426.59,189.6,947.98,144.2,0.152,1098.21,28,131.76,2222.28,31.9,0.0
497,288.93,42.01,223.47,109.3,663.72,126.11,0.19,798.56,28,107.34,2509.14,17.99,902.75
498,208.45,86.85,52.11,0.0,347.41,148.25,0.427,703.9,7,29.415,2356.07,3.41,1153.1
499,305.45,27.28,261.8,128.17,722.7,126.85,0.176,875.62,14,97.212,2381.38,18.65,637.56
500,342.71,0.0,454.81,199.38,996.9,142.85,0.143,1093.39,28,142.49,2273.14,40.0,0.0
501,339.5,0.0,376.56,179.01,895.07,144.71,0.162,982.67,28,124.14,2445.91,29.85,393.61
502,219.05,99.54,79.72,0.05,398.36,165.01,0.414,718.55,7,40.026,2469.89,3.93,1184.04
503,252.28,86.57,131.74,41.44,512.02,169.29,0.331,727.09,14,63.642,2575.8,6.45,1160.95
504,340.72,0.0,438.07,194.7,973.49,152.52,0.157,988.9,28,136.25,2148.4,33.49,0.0
505,204.48,85.2,51.12,0.0,340.8,142.5,0.418,727.02,3,24.398,2459.04,2.07,1246.64
506,231.18,90.46,115.59,25.13,462.35,163.42,0.353,689.74,7,52.174,2493.15,5.43,1172.2
507,255.71,79.28,170.47,62.78,568.23,149.37,0.263,799.51,14,85.238,2616.54,11.4,1088.03
508,340.27,0.0,369.46,177.43,887.16,154.59,0.174,920.13,28,123.29,2146.93,26.99,158.06
509,189.21,78.84,47.3,0.0,315.34,138.3,0.439,722.77,3,8.88,2424.98,2.16,1246.4
510,349.42,0.0,457.09,201.63,1008.14,158.11,0.157,1080.5,28,141.36,2284.77,38.02,0.0
511,221.32,89.99,107.01,19.45,437.77,147.35,0.337,759.42,14,48.888,2527.99,5.87,1177.58
512,339.13,0.0,436.02,193.79,968.94,152.65,0.158,1019.4,28,136.55,2179.21,38.22,0.0
513,199.41,83.09,49.85,0.0,332.36,164.0,0.493,758.87,3,15.786,2445.18,2.42,1187.53
514,331.64,13.27,310.4,153.87,809.19,138.72,0.171,838.65,7,71.975,2460.99,21.05,653.38
